transaccion;url_transaccion;fecha_creacion;primer_idcambiotabla;total_cambios;fecha_insercion;fecha_actualizacion;fecha_confirmacion
1.0.974338;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=1.0.974338;2022-07-26 17:15:00.0;66057975;2;2022-07-26 17:20:37.0;2022-07-26 17:20:43.0;2022-07-26 17:20:38.0
6.11.957026;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=6.11.957026;2022-07-26 17:16:00.0;66057977;2;2022-07-26 17:20:37.0;2022-07-26 17:20:43.0;2022-07-26 17:20:38.0
6.10.956479;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=6.10.956479;2022-07-26 17:17:00.0;66057979;2;2022-07-26 17:20:37.0;2022-07-26 17:20:43.0;2022-07-26 17:20:38.0
6.27.956665;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=6.27.956665;2022-07-26 17:18:00.0;66057981;5;2022-07-26 17:20:37.0;2022-07-26 17:20:43.0;2022-07-26 17:20:38.0
7.26.1076952;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=7.26.1076952;2022-07-26 17:18:00.0;66057984;5;2022-07-26 17:20:37.0;2022-07-26 17:20:43.0;2022-07-26 17:20:38.0
7.7.1077511;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=7.7.1077511;2022-07-26 17:18:00.0;66057993;120;2022-07-26 17:20:37.0;2022-07-26 17:20:43.0;2022-07-26 17:20:38.0
2.42.1098547;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=2.42.1098547;2022-07-26 17:18:00.0;66057988;2;2022-07-26 17:20:37.0;2022-07-26 17:20:43.0;2022-07-26 17:20:38.0
3.30.1111913;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=3.30.1111913;2022-07-26 17:18:00.0;66058001;1;2022-07-26 17:20:37.0;2022-07-26 17:20:43.0;2022-07-26 17:20:38.0
3.4.1111434;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=3.4.1111434;2022-07-26 17:18:01.0;66058234;120;2022-07-26 17:20:37.0;2022-07-26 17:20:43.0;2022-07-26 17:20:39.0
8.14.1118075;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=8.14.1118075;2022-07-26 17:18:01.0;66058114;120;2022-07-26 17:20:37.0;2022-07-26 17:20:43.0;2022-07-26 17:20:39.0
9.35.1112494;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=9.35.1112494;2022-07-26 17:18:02.0;66058714;120;2022-07-26 17:20:37.0;2022-07-26 17:20:43.0;2022-07-26 17:20:39.0
9.44.1112349;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=9.44.1112349;2022-07-26 17:18:02.0;66058594;120;2022-07-26 17:20:37.0;2022-07-26 17:20:43.0;2022-07-26 17:20:39.0
4.42.1114008;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=4.42.1114008;2022-07-26 17:18:02.0;66058354;120;2022-07-26 17:20:37.0;2022-07-26 17:20:43.0;2022-07-26 17:20:39.0
4.7.1113319;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=4.7.1113319;2022-07-26 17:18:02.0;66058474;120;2022-07-26 17:20:37.0;2022-07-26 17:20:43.0;2022-07-26 17:20:39.0
10.11.1122345;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=10.11.1122345;2022-07-26 17:18:03.0;66058837;120;2022-07-26 17:20:37.0;2022-07-26 17:20:44.0;2022-07-26 17:20:40.0
4.42.1114012;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=4.42.1114012;2022-07-26 17:18:03.0;66058834;3;2022-07-26 17:20:37.0;2022-07-26 17:20:43.0;2022-07-26 17:20:40.0
5.2.1103319;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=5.2.1103319;2022-07-26 17:18:03.0;66058957;120;2022-07-26 17:20:37.0;2022-07-26 17:20:44.0;2022-07-26 17:20:40.0
1.21.974530;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=1.21.974530;2022-07-26 17:18:04.0;66059077;120;2022-07-26 17:20:37.0;2022-07-26 17:20:44.0;2022-07-26 17:20:40.0
4.39.1114157;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=4.39.1114157;2022-07-26 17:18:04.0;66059437;3;2022-07-26 17:20:38.0;2022-07-26 17:20:44.0;2022-07-26 17:20:40.0
4.46.1114279;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=4.46.1114279;2022-07-26 17:18:04.0;66059317;120;2022-07-26 17:20:38.0;2022-07-26 17:20:44.0;2022-07-26 17:20:40.0
9.26.1112111;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=9.26.1112111;2022-07-26 17:18:04.0;66059440;3;2022-07-26 17:20:38.0;2022-07-26 17:20:44.0;2022-07-26 17:20:41.0
9.44.1112353;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=9.44.1112353;2022-07-26 17:18:04.0;66059197;120;2022-07-26 17:20:38.0;2022-07-26 17:20:44.0;2022-07-26 17:20:40.0
2.9.1099145;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=2.9.1099145;2022-07-26 17:19:00.0;66059443;1;2022-07-26 17:20:38.0;2022-07-26 17:20:44.0;2022-07-26 17:20:41.0
8.5.1118043;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=8.5.1118043;2022-07-26 17:20:00.0;66059444;1;2022-07-26 17:25:35.0;2022-07-26 17:25:36.0;2022-07-26 17:25:35.0
5.29.1103391;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=5.29.1103391;2022-07-26 17:21:00.0;66059445;1;2022-07-26 17:25:35.0;2022-07-26 17:25:36.0;2022-07-26 17:25:36.0
6.23.956504;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=6.23.956504;2022-07-26 17:21:01.0;66059446;1;2022-07-26 17:25:35.0;2022-07-26 17:25:36.0;2022-07-26 17:25:36.0
7.1.1077622;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=7.1.1077622;2022-07-26 17:23:00.0;66059493;2;2022-07-26 17:30:33.0;2022-07-26 17:30:38.0;2022-07-26 17:30:34.0
7.13.1078227;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=7.13.1078227;2022-07-26 17:23:00.0;66059465;2;2022-07-26 17:30:33.0;2022-07-26 17:30:38.0;2022-07-26 17:30:34.0
7.2.1078195;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=7.2.1078195;2022-07-26 17:23:00.0;66059455;2;2022-07-26 17:30:33.0;2022-07-26 17:30:38.0;2022-07-26 17:30:33.0
7.30.1078323;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=7.30.1078323;2022-07-26 17:23:00.0;66059497;1;2022-07-26 17:30:33.0;2022-07-26 17:30:38.0;2022-07-26 17:30:35.0
7.34.1077987;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=7.34.1077987;2022-07-26 17:23:00.0;66059459;2;2022-07-26 17:30:33.0;2022-07-26 17:30:38.0;2022-07-26 17:30:34.0
7.46.1078355;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=7.46.1078355;2022-07-26 17:23:00.0;66059449;3;2022-07-26 17:30:33.0;2022-07-26 17:30:38.0;2022-07-26 17:30:33.0
2.22.1099412;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=2.22.1099412;2022-07-26 17:23:00.0;66059467;26;2022-07-26 17:30:33.0;2022-07-26 17:30:38.0;2022-07-26 17:30:34.0
2.31.1099191;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=2.31.1099191;2022-07-26 17:23:00.0;66059463;2;2022-07-26 17:30:33.0;2022-07-26 17:30:38.0;2022-07-26 17:30:34.0
2.4.1099034;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=2.4.1099034;2022-07-26 17:23:00.0;66059457;2;2022-07-26 17:30:33.0;2022-07-26 17:30:38.0;2022-07-26 17:30:34.0
2.41.1099133;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=2.41.1099133;2022-07-26 17:23:00.0;66059495;2;2022-07-26 17:30:33.0;2022-07-26 17:30:38.0;2022-07-26 17:30:35.0
2.43.1098971;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=2.43.1098971;2022-07-26 17:23:00.0;66059447;2;2022-07-26 17:30:33.0;2022-07-26 17:30:38.0;2022-07-26 17:30:33.0
2.5.1098798;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=2.5.1098798;2022-07-26 17:23:00.0;66059461;2;2022-07-26 17:30:33.0;2022-07-26 17:30:38.0;2022-07-26 17:30:34.0
2.6.1098418;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=2.6.1098418;2022-07-26 17:23:00.0;66059452;3;2022-07-26 17:30:33.0;2022-07-26 17:30:38.0;2022-07-26 17:30:33.0
3.1.1111794;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=3.1.1111794;2022-07-26 17:23:01.0;66059501;1;2022-07-26 17:30:33.0;2022-07-26 17:30:38.0;2022-07-26 17:30:35.0
3.15.1111985;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=3.15.1111985;2022-07-26 17:23:01.0;66059506;1;2022-07-26 17:30:33.0;2022-07-26 17:30:38.0;2022-07-26 17:30:36.0
3.23.1110771;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=3.23.1110771;2022-07-26 17:23:01.0;66059498;1;2022-07-26 17:30:33.0;2022-07-26 17:30:38.0;2022-07-26 17:30:35.0
3.39.1112214;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=3.39.1112214;2022-07-26 17:23:01.0;66059510;1;2022-07-26 17:30:33.0;2022-07-26 17:30:38.0;2022-07-26 17:30:36.0
8.13.1116407;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=8.13.1116407;2022-07-26 17:23:01.0;66059507;3;2022-07-26 17:30:33.0;2022-07-26 17:30:38.0;2022-07-26 17:30:36.0
8.18.1118431;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=8.18.1118431;2022-07-26 17:23:01.0;66059499;1;2022-07-26 17:30:33.0;2022-07-26 17:30:38.0;2022-07-26 17:30:35.0
8.2.1118392;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=8.2.1118392;2022-07-26 17:23:01.0;66059502;1;2022-07-26 17:30:33.0;2022-07-26 17:30:38.0;2022-07-26 17:30:35.0
8.22.1118154;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=8.22.1118154;2022-07-26 17:23:01.0;66059500;1;2022-07-26 17:30:33.0;2022-07-26 17:30:38.0;2022-07-26 17:30:35.0
8.32.1116743;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=8.32.1116743;2022-07-26 17:23:01.0;66059505;1;2022-07-26 17:30:33.0;2022-07-26 17:30:38.0;2022-07-26 17:30:36.0
8.33.1117472;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=8.33.1117472;2022-07-26 17:23:01.0;66059503;1;2022-07-26 17:30:33.0;2022-07-26 17:30:38.0;2022-07-26 17:30:36.0
8.44.1116349;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=8.44.1116349;2022-07-26 17:23:01.0;66059504;1;2022-07-26 17:30:33.0;2022-07-26 17:30:38.0;2022-07-26 17:30:36.0
8.15.1118432;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=8.15.1118432;2022-07-26 17:23:02.0;66059511;12;2022-07-26 17:30:33.0;2022-07-26 17:30:38.0;2022-07-26 17:30:36.0
9.20.1112173;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=9.20.1112173;2022-07-26 17:23:02.0;66059523;1;2022-07-26 17:30:33.0;2022-07-26 17:30:38.0;2022-07-26 17:30:37.0
4.3.1112996;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=4.3.1112996;2022-07-26 17:23:02.0;66059524;66;2022-07-26 17:30:33.0;2022-07-26 17:30:38.0;2022-07-26 17:30:37.0
5.24.1100696;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=5.24.1100696;2022-07-26 17:24:00.0;66059590;1;2022-07-26 17:30:33.0;2022-07-26 17:30:38.0;2022-07-26 17:30:37.0
1.20.973399;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=1.20.973399;2022-07-26 17:25:00.0;66059591;1;2022-07-26 17:30:33.0;2022-07-26 17:30:38.0;2022-07-26 17:30:37.0
1.22.968360;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=1.22.968360;2022-07-26 17:28:00.0;66059593;1;2022-07-26 17:35:22.0;2022-07-26 17:35:24.0;2022-07-26 17:35:22.0
4.26.1114168;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=4.26.1114168;2022-07-26 17:28:00.0;66059594;2;2022-07-26 17:35:22.0;2022-07-26 17:35:24.0;2022-07-26 17:35:22.0
7.26.1076957;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=7.26.1076957;2022-07-26 17:28:00.0;66059595;51;2022-07-26 17:35:22.0;2022-07-26 17:35:24.0;2022-07-26 17:35:22.0
8.3.1118156;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=8.3.1118156;2022-07-26 17:28:00.0;66059592;1;2022-07-26 17:35:22.0;2022-07-26 17:35:24.0;2022-07-26 17:35:22.0
8.12.1118113;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=8.12.1118113;2022-07-26 17:28:01.0;66059717;2;2022-07-26 17:35:22.0;2022-07-26 17:35:24.0;2022-07-26 17:35:23.0
8.20.1114493;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=8.20.1114493;2022-07-26 17:28:01.0;66059656;27;2022-07-26 17:35:22.0;2022-07-26 17:35:24.0;2022-07-26 17:35:22.0
8.21.1117781;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=8.21.1117781;2022-07-26 17:28:01.0;66059647;9;2022-07-26 17:35:22.0;2022-07-26 17:35:24.0;2022-07-26 17:35:22.0
3.10.1111379;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=3.10.1111379;2022-07-26 17:28:01.0;66059683;34;2022-07-26 17:35:22.0;2022-07-26 17:35:24.0;2022-07-26 17:35:22.0
9.13.1112004;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=9.13.1112004;2022-07-26 17:28:02.0;66059719;2;2022-07-26 17:35:22.0;2022-07-26 17:35:24.0;2022-07-26 17:35:23.0
5.46.1102968;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=5.46.1102968;2022-07-26 17:30:00.0;66059723;2;2022-07-26 17:35:22.0;2022-07-26 17:35:24.0;2022-07-26 17:35:23.0
5.19.1103419;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=5.19.1103419;2022-07-26 17:30:00.0;66059721;2;2022-07-26 17:35:22.0;2022-07-26 17:35:24.0;2022-07-26 17:35:23.0
9.46.1111876;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=9.46.1111876;2022-07-26 17:32:59.0;66059725;1;2022-07-26 17:40:19.0;2022-07-26 17:40:21.0;2022-07-26 17:40:19.0
5.40.1102540;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=5.40.1102540;2022-07-26 17:33:00.0;66059726;2;2022-07-26 17:40:19.0;2022-07-26 17:40:21.0;2022-07-26 17:40:19.0
10.1.1123105;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=10.1.1123105;2022-07-26 17:33:00.0;66059728;2;2022-07-26 17:40:19.0;2022-07-26 17:40:21.0;2022-07-26 17:40:19.0
6.13.956882;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=6.13.956882;2022-07-26 17:33:01.0;66059731;6;2022-07-26 17:40:19.0;2022-07-26 17:40:21.0;2022-07-26 17:40:20.0
6.45.956760;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=6.45.956760;2022-07-26 17:33:01.0;66059730;1;2022-07-26 17:40:19.0;2022-07-26 17:40:21.0;2022-07-26 17:40:20.0
6.24.956328;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=6.24.956328;2022-07-26 17:33:02.0;66059737;1;2022-07-26 17:40:19.0;2022-07-26 17:40:21.0;2022-07-26 17:40:20.0
2.25.1098960;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=2.25.1098960;2022-07-26 17:33:02.0;66059738;1;2022-07-26 17:40:19.0;2022-07-26 17:40:21.0;2022-07-26 17:40:20.0
2.6.1098420;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=2.6.1098420;2022-07-26 17:33:02.0;66059739;2;2022-07-26 17:40:19.0;2022-07-26 17:40:21.0;2022-07-26 17:40:20.0
2.17.1099164;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=2.17.1099164;2022-07-26 17:34:00.0;66059741;1;2022-07-26 17:40:19.0;2022-07-26 17:40:21.0;2022-07-26 17:40:20.0
8.31.1117999;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=8.31.1117999;2022-07-26 17:36:00.0;66059742;2;2022-07-26 17:40:19.0;2022-07-26 17:40:21.0;2022-07-26 17:40:20.0
8.10.1117688;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=8.10.1117688;2022-07-26 17:37:59.0;66059744;7;2022-07-26 17:45:35.0;2022-07-26 17:45:46.0;2022-07-26 17:45:35.0
9.2.1112318;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=9.2.1112318;2022-07-26 17:38:00.0;66059875;2;2022-07-26 17:45:35.0;2022-07-26 17:45:46.0;2022-07-26 17:45:35.0
4.17.1113704;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=4.17.1113704;2022-07-26 17:38:00.0;66059751;124;2022-07-26 17:45:35.0;2022-07-26 17:45:46.0;2022-07-26 17:45:35.0
10.14.1122766;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=10.14.1122766;2022-07-26 17:38:01.0;66060001;124;2022-07-26 17:45:35.0;2022-07-26 17:45:46.0;2022-07-26 17:45:35.0
3.25.1112208;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=3.25.1112208;2022-07-26 17:38:01.0;66060125;124;2022-07-26 17:45:35.0;2022-07-26 17:45:46.0;2022-07-26 17:45:35.0
5.11.1103367;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=5.11.1103367;2022-07-26 17:38:01.0;66059877;124;2022-07-26 17:45:35.0;2022-07-26 17:45:46.0;2022-07-26 17:45:35.0
2.32.1098138;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=2.32.1098138;2022-07-26 17:38:02.0;66060499;124;2022-07-26 17:45:35.0;2022-07-26 17:45:46.0;2022-07-26 17:45:36.0
4.47.1114153;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=4.47.1114153;2022-07-26 17:38:02.0;66060251;124;2022-07-26 17:45:35.0;2022-07-26 17:45:46.0;2022-07-26 17:45:36.0
7.47.1077860;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=7.47.1077860;2022-07-26 17:38:02.0;66060375;124;2022-07-26 17:45:35.0;2022-07-26 17:45:46.0;2022-07-26 17:45:36.0
8.19.1117523;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=8.19.1117523;2022-07-26 17:38:02.0;66060249;2;2022-07-26 17:45:35.0;2022-07-26 17:45:46.0;2022-07-26 17:45:36.0
7.30.1078330;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=7.30.1078330;2022-07-26 17:38:03.0;66060874;124;2022-07-26 17:45:35.0;2022-07-26 17:45:46.0;2022-07-26 17:45:37.0
9.7.1112510;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=9.7.1112510;2022-07-26 17:38:03.0;66060625;1;2022-07-26 17:45:35.0;2022-07-26 17:45:46.0;2022-07-26 17:45:36.0
10.26.1121335;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=10.26.1121335;2022-07-26 17:38:03.0;66060750;124;2022-07-26 17:45:35.0;2022-07-26 17:45:46.0;2022-07-26 17:45:37.0
4.32.1114364;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=4.32.1114364;2022-07-26 17:38:03.0;66060623;2;2022-07-26 17:45:35.0;2022-07-26 17:45:46.0;2022-07-26 17:45:36.0
5.33.1103264;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=5.33.1103264;2022-07-26 17:38:03.0;66060626;124;2022-07-26 17:45:35.0;2022-07-26 17:45:46.0;2022-07-26 17:45:36.0
1.14.974590;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=1.14.974590;2022-07-26 17:38:04.0;66060998;239;2022-07-26 17:45:35.0;2022-07-26 17:45:46.0;2022-07-26 17:45:37.0
3.11.1111649;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=3.11.1111649;2022-07-26 17:38:06.0;66061244;3;2022-07-26 17:45:35.0;2022-07-26 17:45:46.0;2022-07-26 17:45:37.0
3.3.1112193;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=3.3.1112193;2022-07-26 17:38:06.0;66061237;4;2022-07-26 17:45:35.0;2022-07-26 17:45:46.0;2022-07-26 17:45:37.0
8.25.1117943;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=8.25.1117943;2022-07-26 17:38:06.0;66061241;3;2022-07-26 17:45:35.0;2022-07-26 17:45:46.0;2022-07-26 17:45:37.0
8.40.1118321;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=8.40.1118321;2022-07-26 17:38:06.0;66061247;3;2022-07-26 17:45:35.0;2022-07-26 17:45:46.0;2022-07-26 17:45:38.0
8.38.1118062;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=8.38.1118062;2022-07-26 17:38:07.0;66061250;3;2022-07-26 17:45:35.0;2022-07-26 17:45:46.0;2022-07-26 17:45:38.0
9.19.1112315;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=9.19.1112315;2022-07-26 17:38:07.0;66061253;3;2022-07-26 17:45:35.0;2022-07-26 17:45:46.0;2022-07-26 17:45:38.0
9.22.1112486;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=9.22.1112486;2022-07-26 17:38:07.0;66061256;3;2022-07-26 17:45:35.0;2022-07-26 17:45:46.0;2022-07-26 17:45:38.0
9.28.1111701;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=9.28.1111701;2022-07-26 17:38:07.0;66061262;2;2022-07-26 17:45:35.0;2022-07-26 17:45:46.0;2022-07-26 17:45:38.0
4.36.1113812;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=4.36.1113812;2022-07-26 17:38:07.0;66061261;1;2022-07-26 17:45:35.0;2022-07-26 17:45:46.0;2022-07-26 17:45:38.0
4.39.1114169;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=4.39.1114169;2022-07-26 17:38:07.0;66061259;2;2022-07-26 17:45:35.0;2022-07-26 17:45:46.0;2022-07-26 17:45:38.0
10.10.1121970;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=10.10.1121970;2022-07-26 17:38:08.0;66061265;2;2022-07-26 17:45:35.0;2022-07-26 17:45:46.0;2022-07-26 17:45:39.0
10.20.1122555;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=10.20.1122555;2022-07-26 17:38:08.0;66061309;1;2022-07-26 17:45:35.0;2022-07-26 17:45:46.0;2022-07-26 17:45:39.0
10.47.1122775;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=10.47.1122775;2022-07-26 17:38:08.0;66061269;39;2022-07-26 17:45:35.0;2022-07-26 17:45:46.0;2022-07-26 17:45:39.0
5.26.1103096;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=5.26.1103096;2022-07-26 17:38:08.0;66061308;1;2022-07-26 17:45:35.0;2022-07-26 17:45:46.0;2022-07-26 17:45:39.0
5.27.1103273;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=5.27.1103273;2022-07-26 17:38:08.0;66061267;2;2022-07-26 17:45:35.0;2022-07-26 17:45:46.0;2022-07-26 17:45:39.0
5.36.1101620;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=5.36.1101620;2022-07-26 17:38:08.0;66061264;1;2022-07-26 17:45:35.0;2022-07-26 17:45:46.0;2022-07-26 17:45:39.0
6.33.956733;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=6.33.956733;2022-07-26 17:38:09.0;66061310;1;2022-07-26 17:45:35.0;2022-07-26 17:45:46.0;2022-07-26 17:45:39.0
1.0.974352;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=1.0.974352;2022-07-26 17:39:00.0;66061311;2;2022-07-26 17:45:35.0;2022-07-26 17:45:46.0;2022-07-26 17:45:39.0
1.20.973408;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=1.20.973408;2022-07-26 17:40:00.0;66061313;1;2022-07-26 17:45:35.0;2022-07-26 17:45:46.0;2022-07-26 17:45:40.0
3.37.1111806;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=3.37.1111806;2022-07-26 17:42:59.0;66061314;1;2022-07-26 17:45:35.0;2022-07-26 17:45:46.0;2022-07-26 17:45:40.0
4.37.1114465;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=4.37.1114465;2022-07-26 17:42:59.0;66061315;2;2022-07-26 17:45:35.0;2022-07-26 17:45:46.0;2022-07-26 17:45:40.0
10.34.1121871;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=10.34.1121871;2022-07-26 17:43:00.0;66061317;1;2022-07-26 17:45:35.0;2022-07-26 17:45:46.0;2022-07-26 17:45:40.0
10.45.1122571;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=10.45.1122571;2022-07-26 17:43:00.0;66061354;45;2022-07-26 17:45:35.0;2022-07-26 17:45:46.0;2022-07-26 17:45:40.0
10.46.1122394;http://127.0.0.1:59000/integracion/TransaccionPendiente/?destino=2&transaccion=10.46.1122394;2022-07-26 17:43:00.0;66061352;2;2022-07-26 17:45:35.0;2022-07-26 17:45:46.0;2022-07-26 17:45:40.0
